black_player_id,white_player_id,winner_id,match_date
439,740,740,2024-04-01
709,90,90,2024-04-01
138,56,56,2024-04-01
863,323,323,2024-04-01
838,319,838,2024-04-01
654,455,654,2024-04-01
206,719,719,2024-04-01
567,543,543,2024-04-01
344,909,344,2024-04-01
220,118,220,2024-04-01
894,562,562,2024-04-01
543,823,543,2024-04-01
942,83,942,2024-04-01
44,726,726,2024-04-01
940,320,940,2024-04-01
137,451,137,2024-04-01
309,211,211,2024-04-01
812,541,812,2024-04-01
895,824,824,2024-04-01
131,710,710,2024-04-01
712,465,712,2024-04-01
188,896,896,2024-04-01
555,795,555,2024-04-01
421,894,421,2024-04-01
176,99,176,2024-04-01
406,115,406,2024-04-01
804,712,804,2024-04-01
581,343,581,2024-04-01
710,582,710,2024-04-01
906,233,233,2024-04-01
81,152,81,2024-04-01
276,512,276,2024-04-01
264,790,790,2024-04-01
424,989,989,2024-04-01
702,885,702,2024-04-01
465,622,622,2024-04-01
422,454,454,2024-04-01
917,216,216,2024-04-01
633,451,451,2024-04-01
140,452,452,2024-04-01
779,587,779,2024-04-01
486,159,486,2024-04-01
765,871,871,2024-04-01
82,948,82,2024-04-01
738,609,609,2024-04-01
340,14,340,2024-04-01
190,919,190,2024-04-01
863,787,787,2024-04-01
310,686,310,2024-04-01
377,951,377,2024-04-01
841,790,790,2024-04-01
850,400,400,2024-04-01
400,641,400,2024-04-01
452,896,452,2024-04-01
973,373,373,2024-04-01
858,249,249,2024-04-01
756,542,756,2024-04-01
196,621,621,2024-04-01
771,138,771,2024-04-01
744,459,459,2024-04-01
71,719,719,2024-04-01
434,346,434,2024-04-01
364,299,364,2024-04-01
996,72,72,2024-04-01
124,516,124,2024-04-01
939,379,379,2024-04-01
327,468,468,2024-04-01
663,0,663,2024-04-01
989,282,989,2024-04-01
173,330,173,2024-04-01
531,992,992,2024-04-01
163,193,193,2024-04-01
824,435,824,2024-04-01
605,143,143,2024-04-01
870,574,574,2024-04-01
144,376,144,2024-04-01
425,425,425,2024-04-01
475,497,475,2024-04-01
912,985,985,2024-04-01
788,209,788,2024-04-01
166,247,247,2024-04-01
136,752,752,2024-04-01
33,967,967,2024-04-01
476,687,687,2024-04-01
374,601,601,2024-04-01
676,456,676,2024-04-01
365,331,365,2024-04-01
553,441,441,2024-04-01
228,312,228,2024-04-01
50,87,87,2024-04-01
218,277,218,2024-04-01
497,482,497,2024-04-01
735,170,170,2024-04-01
81,654,654,2024-04-01
962,511,511,2024-04-01
511,624,624,2024-04-01
401,466,466,2024-04-01
484,306,306,2024-04-01
494,925,925,2024-04-01
58,925,925,2024-04-01
616,637,616,2024-04-01
80,694,80,2024-04-01
623,672,623,2024-04-01
454,145,454,2024-04-01
15,324,324,2024-04-01
337,514,337,2024-04-01
651,975,651,2024-04-01
490,577,490,2024-04-01
750,925,925,2024-04-01
634,927,927,2024-04-01
578,325,578,2024-04-01
625,307,307,2024-04-01
896,614,614,2024-04-01
454,34,454,2024-04-01
8,310,8,2024-04-01
186,651,651,2024-04-01
57,957,57,2024-04-01
67,62,62,2024-04-01
19,198,198,2024-04-01
806,666,666,2024-04-01
147,372,372,2024-04-01
878,162,162,2024-04-01
141,77,77,2024-04-01
90,271,90,2024-04-01
613,921,921,2024-04-01
544,511,544,2024-04-01
165,849,849,2024-04-01
323,582,582,2024-04-01
490,778,778,2024-04-01
742,303,742,2024-04-01
442,513,442,2024-04-01
715,836,836,2024-04-01
732,988,732,2024-04-01
787,909,787,2024-04-01
930,616,616,2024-04-01
238,816,816,2024-04-01
130,276,276,2024-04-01
52,683,52,2024-04-01
56,906,906,2024-04-01
719,808,808,2024-04-01
869,740,740,2024-04-01
1000,294,294,2024-04-01
889,895,889,2024-04-01
462,812,462,2024-04-01
10,621,621,2024-04-01
507,728,507,2024-04-01
377,560,560,2024-04-01
890,733,733,2024-04-01
933,805,933,2024-04-01
829,268,268,2024-04-01
298,560,560,2024-04-01
357,740,357,2024-04-01
337,630,337,2024-04-01
464,137,464,2024-04-01
259,900,900,2024-04-01
336,351,336,2024-04-01
69,226,69,2024-04-01
646,156,646,2024-04-01
215,231,231,2024-04-01
401,796,401,2024-04-01
762,489,489,2024-04-01
593,50,593,2024-04-01
343,762,762,2024-04-01
312,520,312,2024-04-01
295,182,295,2024-04-01
630,220,220,2024-04-01
331,304,331,2024-04-01
83,705,83,2024-04-01
679,604,679,2024-04-01
419,935,935,2024-04-01
248,343,343,2024-04-01
537,871,537,2024-04-01
992,250,250,2024-04-01
483,520,483,2024-04-01
357,140,140,2024-04-01
619,397,397,2024-04-01
455,41,455,2024-04-01
568,491,568,2024-04-01
903,714,903,2024-04-01
695,760,760,2024-04-01
975,106,975,2024-04-01
773,824,824,2024-04-01
530,430,430,2024-04-01
764,152,152,2024-04-01
850,198,850,2024-04-01
426,74,74,2024-04-01
970,586,970,2024-04-01
895,108,108,2024-04-01
355,462,462,2024-04-01
154,223,154,2024-04-01
562,708,562,2024-04-01
388,556,388,2024-04-01
891,99,99,2024-04-01
649,482,649,2024-04-01
348,21,21,2024-04-01
309,893,893,2024-04-01
918,660,660,2024-04-01
38,834,834,2024-04-01
655,124,124,2024-04-01
72,476,72,2024-04-01
681,920,920,2024-04-01
561,541,561,2024-04-01
864,736,736,2024-04-01
729,389,389,2024-04-01
855,536,855,2024-04-01
667,165,165,2024-04-01
844,406,844,2024-04-01
165,835,835,2024-04-01
3,274,3,2024-04-01
320,480,320,2024-04-01
840,482,482,2024-04-01
814,101,814,2024-04-01
484,524,524,2024-04-01
970,257,970,2024-04-01
541,4,541,2024-04-01
904,546,546,2024-04-01
345,85,345,2024-04-01
805,657,805,2024-04-01
489,175,175,2024-04-01
189,75,189,2024-04-01
718,870,870,2024-04-01
96,987,987,2024-04-01
406,8,406,2024-04-01
742,508,742,2024-04-01
306,750,306,2024-04-01
960,958,958,2024-04-01
598,827,827,2024-04-01
288,492,288,2024-04-01
199,141,141,2024-04-01
704,987,704,2024-04-01
215,74,215,2024-04-01
134,873,873,2024-04-01
156,453,156,2024-04-01
393,131,131,2024-04-01
118,732,118,2024-04-01
137,464,137,2024-04-01
248,610,248,2024-04-01
380,129,129,2024-04-01
821,251,821,2024-04-01
494,33,33,2024-04-01
174,79,79,2024-04-01
244,775,775,2024-04-01
908,494,908,2024-04-01
142,106,142,2024-04-01
461,301,461,2024-04-01
839,28,839,2024-04-01
732,356,356,2024-04-01
664,686,664,2024-04-01
417,756,417,2024-04-01
473,188,473,2024-04-01
584,376,376,2024-04-01
326,965,326,2024-04-01
101,407,407,2024-04-01
559,557,557,2024-04-01
75,758,758,2024-04-01
502,815,815,2024-04-01
129,626,626,2024-04-01
226,734,226,2024-04-01
267,272,272,2024-04-01
27,563,27,2024-04-01
153,585,153,2024-04-01
794,256,256,2024-04-01
683,356,683,2024-04-01
274,556,556,2024-04-01
234,461,461,2024-04-01
503,888,503,2024-04-01
469,923,923,2024-04-01
589,483,589,2024-04-01
775,925,775,2024-04-01
848,809,848,2024-04-01
913,994,913,2024-04-01
594,630,594,2024-04-01
572,80,572,2024-04-01
403,25,25,2024-04-01
381,247,247,2024-04-01
393,551,393,2024-04-01
584,69,69,2024-04-01
357,834,834,2024-04-01
817,718,718,2024-04-01
871,244,244,2024-04-01
366,543,366,2024-04-01
843,661,661,2024-04-01
445,916,916,2024-04-01
447,27,27,2024-04-01
510,945,945,2024-04-01
446,186,446,2024-04-01
185,795,795,2024-04-01
532,939,939,2024-04-01
761,416,761,2024-04-01
870,237,870,2024-04-01
501,486,501,2024-04-01
44,527,44,2024-04-01
268,131,268,2024-04-01
95,819,95,2024-04-01
307,994,307,2024-04-01
620,378,620,2024-04-01
360,200,360,2024-04-01
805,266,805,2024-04-01
166,633,633,2024-04-01
858,959,959,2024-04-01
1000,125,125,2024-04-01
588,166,166,2024-04-01
337,147,337,2024-04-01
935,193,193,2024-04-01
251,24,251,2024-04-01
189,162,189,2024-04-01
903,115,115,2024-04-01
861,481,481,2024-04-01
102,944,102,2024-04-01
46,35,46,2024-04-01
183,535,535,2024-04-01
856,340,856,2024-04-01
712,340,340,2024-04-01
826,552,826,2024-04-01
299,363,299,2024-04-01
120,874,120,2024-04-01
288,281,281,2024-04-01
666,202,666,2024-04-01
552,124,552,2024-04-01
264,276,264,2024-04-01
882,625,882,2024-04-01
828,107,828,2024-04-01
227,154,227,2024-04-01
320,950,950,2024-04-01
694,807,807,2024-04-01
268,543,543,2024-04-01
148,905,905,2024-04-01
492,622,622,2024-04-01
802,26,802,2024-04-01
953,193,953,2024-04-01
985,604,604,2024-04-01
361,972,361,2024-04-01
285,301,285,2024-04-01
806,247,806,2024-04-01
895,418,895,2024-04-01
978,658,658,2024-04-01
195,500,195,2024-04-01
561,6,561,2024-04-01
298,145,145,2024-04-01
743,463,463,2024-04-01
390,71,71,2024-04-01
886,18,18,2024-04-01
875,459,459,2024-04-01
856,969,969,2024-04-01
74,818,74,2024-04-01
747,926,926,2024-04-01
548,965,548,2024-04-01
820,20,20,2024-04-01
884,782,884,2024-04-01
805,147,805,2024-04-01
124,252,252,2024-04-01
48,962,48,2024-04-01
850,453,453,2024-04-01
917,50,917,2024-04-01
982,424,982,2024-04-01
800,258,258,2024-04-01
653,733,653,2024-04-01
488,379,379,2024-04-01
101,116,101,2024-04-01
303,624,624,2024-04-01
103,5,103,2024-04-01
961,15,961,2024-04-01
784,615,784,2024-04-01
852,957,957,2024-04-01
559,759,759,2024-04-01
867,561,561,2024-04-01
189,561,561,2024-04-01
918,130,918,2024-04-01
332,266,332,2024-04-01
373,190,190,2024-04-01
450,770,770,2024-04-01
730,244,730,2024-04-01
718,928,928,2024-04-01
604,661,604,2024-04-01
152,266,266,2024-04-01
781,105,781,2024-04-01
186,88,186,2024-04-01
101,63,63,2024-04-01
399,101,399,2024-04-01
668,971,971,2024-04-01
555,573,555,2024-04-01
302,850,302,2024-04-01
276,108,276,2024-04-01
947,981,981,2024-04-01
998,905,905,2024-04-01
283,976,976,2024-04-01
772,756,772,2024-04-01
457,87,87,2024-04-01
193,755,755,2024-04-01
558,684,558,2024-04-01
651,191,191,2024-04-01
451,697,451,2024-04-01
849,142,849,2024-04-01
100,957,957,2024-04-01
402,5,402,2024-04-01
411,459,411,2024-04-01
882,453,882,2024-04-01
588,421,421,2024-04-01
541,939,541,2024-04-01
98,534,534,2024-04-01
563,396,396,2024-04-01
617,872,617,2024-04-01
283,88,283,2024-04-01
457,906,906,2024-04-01
255,718,718,2024-04-01
42,857,857,2024-04-01
437,94,94,2024-04-01
387,987,987,2024-04-01
202,652,652,2024-04-01
812,907,907,2024-04-01
495,827,827,2024-04-01
587,542,587,2024-04-01
193,500,500,2024-04-01
608,690,608,2024-04-01
961,991,961,2024-04-01
691,350,691,2024-04-01
391,137,391,2024-04-01
517,631,631,2024-04-01
282,519,282,2024-04-01
599,982,599,2024-04-01
435,311,435,2024-04-01
673,349,349,2024-04-01
710,831,710,2024-04-01
174,345,345,2024-04-01
51,120,120,2024-04-01
422,376,376,2024-04-01
645,429,645,2024-04-01
317,827,317,2024-04-01
307,794,307,2024-04-01
718,745,718,2024-04-01
341,881,341,2024-04-01
934,912,934,2024-04-01
708,761,708,2024-04-01
439,610,610,2024-04-01
308,606,308,2024-04-01
661,385,385,2024-04-01
903,922,922,2024-04-01
493,772,493,2024-04-01
622,570,622,2024-04-01
129,508,508,2024-04-01
867,67,867,2024-04-01
395,219,219,2024-04-01
583,432,583,2024-04-01
258,903,903,2024-04-01
560,200,200,2024-04-01
652,110,652,2024-04-01
220,696,696,2024-04-01
211,333,333,2024-04-01
430,598,430,2024-04-01
286,570,286,2024-04-01
557,709,557,2024-04-01
544,385,544,2024-04-01
684,1000,684,2024-04-01
918,971,918,2024-04-01
85,366,366,2024-04-01
229,148,229,2024-04-01
793,442,442,2024-04-01
213,146,213,2024-04-01
382,457,457,2024-04-01
432,825,825,2024-04-01
575,152,152,2024-04-01
977,921,977,2024-04-01
198,852,852,2024-04-01
900,78,900,2024-04-01
372,461,461,2024-04-01
333,97,333,2024-04-01
843,512,843,2024-04-01
145,223,145,2024-04-01
817,491,817,2024-04-01
705,955,705,2024-04-01
118,764,118,2024-04-01
873,185,873,2024-04-01
96,657,96,2024-04-01
480,48,480,2024-04-01
274,139,274,2024-04-01
742,35,742,2024-04-01
147,447,147,2024-04-01
439,574,439,2024-04-01
420,41,41,2024-04-01
174,851,851,2024-04-01
880,391,880,2024-04-01
681,219,681,2024-04-01
583,39,39,2024-04-01
371,622,622,2024-04-01
713,874,874,2024-04-01
841,307,841,2024-04-01
481,644,481,2024-04-01
932,428,932,2024-04-01
591,929,591,2024-04-01
510,379,379,2024-04-01
802,177,802,2024-04-01
697,166,166,2024-04-01
855,443,443,2024-04-01
113,782,782,2024-04-01
826,774,826,2024-04-01
45,50,45,2024-04-01
84,991,991,2024-04-01
694,267,694,2024-04-01
693,804,804,2024-04-01
356,962,356,2024-04-01
593,655,655,2024-04-01
315,983,315,2024-04-01
793,950,793,2024-04-01
865,165,165,2024-04-01
527,552,552,2024-04-01
429,921,429,2024-04-01
329,676,676,2024-04-01
984,282,282,2024-04-01
291,837,291,2024-04-01
193,797,797,2024-04-01
180,970,970,2024-04-01
204,371,204,2024-04-01
260,241,260,2024-04-01
937,690,937,2024-04-01
684,557,557,2024-04-01
870,89,870,2024-04-01
345,365,345,2024-04-01
769,665,769,2024-04-01
388,764,764,2024-04-01
709,317,317,2024-04-01
508,827,508,2024-04-01
703,371,371,2024-04-01
563,399,399,2024-04-01
904,16,904,2024-04-01
618,685,685,2024-04-01
178,33,178,2024-04-01
814,558,558,2024-04-01
591,600,591,2024-04-01
47,642,47,2024-04-01
479,975,975,2024-04-01
479,979,479,2024-04-01
8,744,744,2024-04-01
869,584,584,2024-04-01
594,838,838,2024-04-01
881,460,881,2024-04-01
352,782,782,2024-04-01
199,168,168,2024-04-01
979,167,167,2024-04-01
703,566,703,2024-04-01
316,851,316,2024-04-01
627,680,680,2024-04-01
790,70,790,2024-04-01
682,943,943,2024-04-01
614,720,720,2024-04-01
458,507,507,2024-04-01
649,986,986,2024-04-01
808,283,808,2024-04-01
661,837,661,2024-04-01
476,483,476,2024-04-01
834,347,347,2024-04-01
937,176,176,2024-04-01
195,548,548,2024-04-01
257,116,116,2024-04-01
50,32,50,2024-04-01
164,183,183,2024-04-01
780,923,923,2024-04-01
309,365,365,2024-04-01
148,231,148,2024-04-01
74,412,412,2024-04-01
88,606,606,2024-04-01
412,393,412,2024-04-01
542,846,846,2024-04-01
9,803,803,2024-04-01
145,233,233,2024-04-01
335,804,335,2024-04-01
580,668,580,2024-04-01
513,174,513,2024-04-01
585,756,585,2024-04-01
809,397,397,2024-04-01
240,869,240,2024-04-01
509,811,509,2024-04-01
943,472,472,2024-04-01
785,152,785,2024-04-01
690,981,690,2024-04-01
594,455,594,2024-04-01
293,945,945,2024-04-01
428,712,712,2024-04-01
461,543,543,2024-04-01
591,332,591,2024-04-01
151,459,151,2024-04-01
112,481,112,2024-04-01
93,285,93,2024-04-01
340,145,145,2024-04-01
532,775,775,2024-04-01
420,171,171,2024-04-01
467,768,768,2024-04-01
244,561,561,2024-04-01
582,694,694,2024-04-01
838,322,322,2024-04-01
687,968,968,2024-04-01
845,204,204,2024-04-01
519,337,337,2024-04-01
268,206,206,2024-04-01
309,304,309,2024-04-01
676,58,58,2024-04-01
686,281,281,2024-04-01
753,156,753,2024-04-01
184,361,184,2024-04-01
911,361,361,2024-04-01
29,483,29,2024-04-01
438,78,78,2024-04-01
412,930,412,2024-04-01
312,755,312,2024-04-01
637,293,637,2024-04-01
249,252,249,2024-04-01
184,367,184,2024-04-01
888,147,888,2024-04-01
213,9,213,2024-04-01
611,990,990,2024-04-01
487,454,454,2024-04-01
627,334,334,2024-04-01
750,393,393,2024-04-01
567,179,179,2024-04-01
851,521,851,2024-04-01
383,530,383,2024-04-01
819,918,819,2024-04-01
265,975,265,2024-04-01
163,906,906,2024-04-01
113,176,176,2024-04-01
886,679,886,2024-04-01
980,513,513,2024-04-01
86,290,86,2024-04-01
465,812,812,2024-04-01
697,451,451,2024-04-01
644,866,866,2024-04-01
61,227,61,2024-04-01
317,466,317,2024-04-01
889,62,889,2024-04-01
521,594,594,2024-04-01
95,902,902,2024-04-01
407,908,908,2024-04-01
802,222,222,2024-04-01
199,161,161,2024-04-01
83,240,240,2024-04-01
367,656,367,2024-04-01
598,446,446,2024-04-01
925,843,843,2024-04-01
295,653,295,2024-04-01
20,82,20,2024-04-01
602,290,602,2024-04-01
715,123,715,2024-04-01
503,463,503,2024-04-01
890,306,306,2024-04-01
361,383,361,2024-04-01
506,56,56,2024-04-01
781,215,215,2024-04-01
376,485,376,2024-04-01
289,120,289,2024-04-01
990,937,990,2024-04-01
959,561,959,2024-04-01
616,744,616,2024-04-01
248,702,248,2024-04-01
710,343,710,2024-04-01
54,691,691,2024-04-01
667,48,667,2024-04-01
657,762,762,2024-04-01
478,379,379,2024-04-01
497,215,215,2024-04-01
1000,484,484,2024-04-01
541,624,624,2024-04-01
408,509,408,2024-04-01
394,918,394,2024-04-01
258,516,258,2024-04-01
160,134,160,2024-04-01
344,916,344,2024-04-01
713,292,713,2024-04-01
129,836,129,2024-04-01
297,138,138,2024-04-01
222,978,978,2024-04-01
257,823,257,2024-04-01
966,644,644,2024-04-01
762,730,762,2024-04-01
755,353,353,2024-04-01
788,136,136,2024-04-01
679,731,679,2024-04-01
613,675,613,2024-04-01
332,33,332,2024-04-01
819,801,819,2024-04-01
950,905,905,2024-04-01
677,778,677,2024-04-01
194,481,194,2024-04-01
89,947,947,2024-04-01
7,818,7,2024-04-01
243,568,568,2024-04-01
597,281,597,2024-04-01
38,789,38,2024-04-01
170,622,622,2024-04-01
983,148,148,2024-04-01
849,559,559,2024-04-01
776,281,776,2024-04-01
720,918,720,2024-04-01
500,798,500,2024-04-01
443,356,443,2024-04-01
817,743,817,2024-04-01
431,333,333,2024-04-01
936,361,361,2024-04-01
608,399,399,2024-04-01
489,810,489,2024-04-01
103,637,103,2024-04-01
434,31,434,2024-04-01
786,854,854,2024-04-01
785,121,785,2024-04-01
475,675,475,2024-04-01
605,587,605,2024-04-01
57,979,57,2024-04-01
419,234,234,2024-04-01
139,218,218,2024-04-01
557,932,557,2024-04-01
261,953,261,2024-04-01
835,982,835,2024-04-01
104,272,104,2024-04-01
953,32,953,2024-04-01
269,827,269,2024-04-01
976,773,773,2024-04-01
74,810,810,2024-04-01
167,478,478,2024-04-01
731,580,580,2024-04-01
297,633,633,2024-04-01
10,923,10,2024-04-01
498,763,763,2024-04-01
990,627,990,2024-04-01
111,102,102,2024-04-01
327,293,293,2024-04-01
989,86,86,2024-04-01
396,630,396,2024-04-01
291,480,480,2024-04-01
925,644,925,2024-04-01
170,258,170,2024-04-01
213,714,213,2024-04-01
142,355,142,2024-04-01
639,309,639,2024-04-01
375,180,375,2024-04-01
193,700,700,2024-04-01
341,434,434,2024-04-01
477,722,477,2024-04-01
12,691,12,2024-04-01
244,179,179,2024-04-01
819,26,26,2024-04-01
545,283,283,2024-04-01
907,216,907,2024-04-01
434,87,434,2024-04-01
563,958,958,2024-04-01
407,840,407,2024-04-01
549,228,549,2024-04-01
882,3,882,2024-04-01
287,829,287,2024-04-01
971,522,522,2024-04-01
500,9,9,2024-04-01
394,346,394,2024-04-01
42,25,42,2024-04-01
312,588,312,2024-04-01
628,436,436,2024-04-01
360,216,360,2024-04-01
696,784,784,2024-04-01
928,987,987,2024-04-01
70,962,962,2024-04-01
480,748,748,2024-04-01
341,408,341,2024-04-01
689,871,871,2024-04-01
567,495,567,2024-04-01
595,877,595,2024-04-01
189,573,189,2024-04-01
969,431,969,2024-04-01
564,454,454,2024-04-01
589,286,589,2024-04-01
308,109,109,2024-04-01
923,786,786,2024-04-01
457,773,773,2024-04-01
149,739,149,2024-04-01
841,164,164,2024-04-01
324,813,813,2024-04-01
248,889,889,2024-04-01
303,833,833,2024-04-01
936,224,224,2024-04-01
671,286,671,2024-04-01
837,602,837,2024-04-01
521,28,28,2024-04-01
590,35,590,2024-04-01
227,288,288,2024-04-01
664,989,664,2024-04-01
696,287,287,2024-04-01
369,927,369,2024-04-01
627,768,627,2024-04-01
758,349,758,2024-04-01
405,126,405,2024-04-01
959,901,959,2024-04-01
632,173,173,2024-04-01
95,162,95,2024-04-01
793,689,793,2024-04-01
776,612,776,2024-04-01
989,626,989,2024-04-01
553,672,553,2024-04-01
98,586,586,2024-04-01
241,801,801,2024-04-01
175,21,175,2024-04-01
58,694,694,2024-04-01
645,931,931,2024-04-01
350,782,782,2024-04-01
969,546,546,2024-04-01
272,634,634,2024-04-01
737,378,737,2024-04-01
33,455,33,2024-04-01
244,89,89,2024-04-01
803,707,707,2024-04-01
295,666,295,2024-04-01
977,941,941,2024-04-01
187,47,47,2024-04-01
215,3,215,2024-04-01
938,204,938,2024-04-01
666,549,666,2024-04-01
170,914,914,2024-04-01
837,185,185,2024-04-01
28,948,948,2024-04-01
809,593,593,2024-04-01
967,904,967,2024-04-01
694,735,735,2024-04-01
417,375,375,2024-04-01
662,724,724,2024-04-01
604,693,604,2024-04-01
391,631,631,2024-04-01
523,25,523,2024-04-01
71,163,71,2024-04-01
35,291,35,2024-04-01
268,633,268,2024-04-01
73,177,73,2024-04-01
481,45,481,2024-04-01
791,353,353,2024-04-01
418,293,418,2024-04-01
775,595,775,2024-04-01
176,934,934,2024-04-01
308,318,318,2024-04-01
465,685,465,2024-04-01
31,342,31,2024-04-01
753,755,755,2024-04-01
327,396,327,2024-04-01
466,826,466,2024-04-01
809,734,809,2024-04-01
491,405,405,2024-04-01
423,602,602,2024-04-01
291,213,213,2024-04-01
237,838,838,2024-04-01
834,555,555,2024-04-01
449,350,350,2024-04-01
928,560,928,2024-04-01
449,836,449,2024-04-01
180,291,291,2024-04-01
603,837,603,2024-04-01
968,896,896,2024-04-01
59,567,567,2024-04-01
581,109,581,2024-04-01
571,102,571,2024-04-01
558,392,392,2024-04-01
52,446,446,2024-04-01
6,496,6,2024-04-01
815,149,149,2024-04-01
55,932,55,2024-04-01
649,131,131,2024-04-01
198,630,198,2024-04-01
868,283,283,2024-04-01
515,34,34,2024-04-01
764,525,525,2024-04-01
263,879,263,2024-04-01
559,167,559,2024-04-01
417,560,417,2024-04-01
246,944,246,2024-04-01
43,778,778,2024-04-01
859,254,859,2024-04-01
567,326,326,2024-04-01
748,44,748,2024-04-01
594,296,594,2024-04-01
305,839,839,2024-04-01
387,744,387,2024-04-01
538,131,131,2024-04-01
698,586,698,2024-04-01
363,661,661,2024-04-01
114,323,114,2024-04-01
888,380,888,2024-04-01
939,30,939,2024-04-01
437,43,437,2024-04-01
123,501,123,2024-04-01
368,345,368,2024-04-01
37,736,736,2024-04-01
447,951,447,2024-04-01
434,319,319,2024-04-01
921,921,921,2024-04-01
224,34,224,2024-04-01
521,742,521,2024-04-01
843,13,843,2024-04-01
50,255,255,2024-04-01
150,910,150,2024-04-01
17,130,17,2024-04-01
893,582,893,2024-04-01
924,871,924,2024-04-01
772,294,772,2024-04-01
797,415,415,2024-04-01
625,336,625,2024-04-01
877,141,141,2024-04-01
236,996,236,2024-04-01
269,288,269,2024-04-01
752,796,752,2024-04-01
399,575,575,2024-04-01
876,166,166,2024-04-01
943,462,462,2024-04-01
111,736,111,2024-04-01
246,959,959,2024-04-01
593,674,593,2024-04-01
563,304,563,2024-04-01
487,235,235,2024-04-01
842,263,263,2024-04-01
172,328,172,2024-04-01
159,826,159,2024-04-01
405,506,405,2024-04-01
929,444,444,2024-04-01
809,618,618,2024-04-01
578,355,355,2024-04-01
737,461,461,2024-04-01
275,390,390,2024-04-01
251,342,342,2024-04-01
439,330,330,2024-04-01
340,8,340,2024-04-01
96,950,96,2024-04-01
89,469,469,2024-04-01
613,151,613,2024-04-01
316,119,119,2024-04-01
673,256,673,2024-04-01
772,986,986,2024-04-01
348,716,716,2024-04-01
107,289,289,2024-04-01
411,813,813,2024-04-01
295,754,295,2024-04-01
270,231,270,2024-04-01
773,42,773,2024-04-01
154,262,262,2024-04-01
407,764,764,2024-04-01
505,0,505,2024-04-01
807,521,807,2024-04-01
336,678,678,2024-04-01
991,140,140,2024-04-01
897,996,996,2024-04-01
987,774,774,2024-04-01
750,698,698,2024-04-01
694,910,694,2024-04-01
113,459,459,2024-04-01
889,97,97,2024-04-01
48,147,48,2024-04-01
966,0,0,2024-04-01
823,825,823,2024-04-01
907,782,907,2024-04-01
152,243,152,2024-04-01
347,230,347,2024-04-01
907,770,770,2024-04-01
394,200,394,2024-04-01
314,134,314,2024-04-01
843,830,843,2024-04-01
445,29,445,2024-04-01
398,531,398,2024-04-01
658,571,571,2024-04-01
425,3,3,2024-04-01
959,572,572,2024-04-01
613,776,613,2024-04-01
349,410,410,2024-04-01
740,341,341,2024-04-01
472,961,961,2024-04-01
218,650,218,2024-04-01
161,403,403,2024-04-01
153,715,715,2024-04-01
384,139,384,2024-04-01
404,752,404,2024-04-01
756,831,756,2024-04-01
345,583,583,2024-04-01
775,808,808,2024-04-01
961,631,961,2024-04-01
825,55,55,2024-04-01
911,43,911,2024-04-01
568,717,568,2024-04-01
653,474,474,2024-04-01
7,205,205,2024-04-01
864,505,505,2024-04-01
337,353,337,2024-04-01
692,141,141,2024-04-01
469,14,14,2024-04-01
109,954,954,2024-04-01
767,496,496,2024-04-01
490,672,672,2024-04-01
173,395,173,2024-04-01
879,345,879,2024-04-01
86,937,86,2024-04-01
575,446,575,2024-04-01
841,377,841,2024-04-01
558,846,846,2024-04-01
748,799,799,2024-04-01
123,17,123,2024-04-01
942,784,942,2024-04-01
599,650,599,2024-04-01
139,986,986,2024-04-01
729,83,729,2024-04-01
277,561,561,2024-04-01
151,803,803,2024-04-01
493,423,423,2024-04-01
260,728,728,2024-04-01
646,608,646,2024-04-01
402,875,402,2024-04-01
707,566,566,2024-04-01
42,519,519,2024-04-01
742,468,468,2024-04-01
82,964,82,2024-04-01
641,902,902,2024-04-01
698,277,698,2024-04-01
154,635,635,2024-04-01
585,804,804,2024-04-01
671,396,396,2024-04-01
995,449,995,2024-04-01
11,63,11,2024-04-01
134,675,134,2024-04-01
52,983,983,2024-04-01
692,398,692,2024-04-01
38,483,38,2024-04-01
795,86,86,2024-04-01
901,901,901,2024-04-01
696,190,696,2024-04-01
569,507,569,2024-04-01
870,978,870,2024-04-01
124,662,662,2024-04-01
149,614,149,2024-04-01
58,774,774,2024-04-01
919,620,620,2024-04-01
347,11,11,2024-04-01
851,137,851,2024-04-01
236,720,236,2024-04-01
109,302,109,2024-04-01
895,597,895,2024-04-01
957,116,116,2024-04-01
583,951,583,2024-04-01
47,669,669,2024-04-01
269,421,269,2024-04-01
759,466,466,2024-04-01
561,4,561,2024-04-01
578,400,400,2024-04-01
230,998,998,2024-04-01
603,887,887,2024-04-01
750,73,750,2024-04-01
843,685,843,2024-04-01
587,114,587,2024-04-01
507,794,794,2024-04-01
175,680,175,2024-04-01
578,631,578,2024-04-01
930,690,690,2024-04-01
672,40,40,2024-04-01
596,106,596,2024-04-01
726,539,726,2024-04-01
597,194,597,2024-04-01
318,414,414,2024-04-01
170,645,645,2024-04-01
383,394,394,2024-04-01
628,808,808,2024-04-01
88,60,60,2024-04-01
834,782,782,2024-04-01
952,348,952,2024-04-01
467,433,433,2024-04-01
458,979,979,2024-04-01
999,358,999,2024-04-01
143,196,143,2024-04-01
946,280,280,2024-04-01
770,757,757,2024-04-01
878,867,867,2024-04-01
716,35,35,2024-04-01
855,620,855,2024-04-01
741,666,741,2024-04-01
529,446,446,2024-04-01
461,695,461,2024-04-01
5,865,865,2024-04-01
932,231,231,2024-04-01
81,449,449,2024-04-01
470,465,465,2024-04-01
678,835,835,2024-04-01
